WMO,Deployment Date,Last Date,Model,Last Cycle,Mean Latitude,Mean Longitude
4902659,2024-07-14 06:11:00,2025-10-08 16:15:00,ARVOR float with SBE conductivity sensor,2025-10-08 16:15:00,39.73955555555555,-49.889777777777766
4902660,2023-09-29 04:48:00,2026-07-08 02:37:00,ARVOR float with SBE conductivity sensor,2026-07-08 02:37:00,54.94581578947369,-132.65668421052632
4902662,2023-08-30 11:43:00,2026-07-07 01:01:00,ARVOR float with SBE conductivity sensor,2026-07-07 01:01:00,50.78886486486486,-131.16843243243244
4902663,2023-08-12 18:35:00,2026-06-30 02:16:00,ARVOR float with SBE conductivity sensor,2026-06-30 02:16:00,50.99383333333334,-130.36005555555556
4902664,2024-02-07 18:51:00,2026-03-25 20:09:00,ARVOR float with SBE conductivity sensor,2026-03-25 20:09:00,-65.83975,152.6385
4902668,2024-02-03 06:15:00,2026-05-24 10:13:00,ARVOR float with SBE conductivity sensor,2026-05-24 10:13:00,-65.074,-160.02364285714287
4902669,2024-02-07 18:13:00,2026-03-24 22:49:00,ARVOR float with SBE conductivity sensor,2026-03-24 22:49:00,-75.73793103448276,90.82796551724138
4902670,2023-06-05 06:13:00,2025-07-09 13:31:00,ARVOR float with RBR conductivity sensor,2025-07-09 13:31:00,49.2235,-48.524499999999996
4902674,2024-10-15 11:54:00,2026-07-06 09:34:00,PROVOR III,2026-07-06 09:34:00,38.876317073170725,-64.37904878048779
4902675,2024-06-07 11:24:00,2026-07-06 18:27:00,PROVOR III,2026-07-06 18:27:00,53.01095121951219,-49.684292682926824
4902676,2024-04-28 11:43:00,2026-07-07 19:40:00,PROVOR III,2026-07-07 19:40:00,39.59426829268293,-64.7900975609756
4902677,2024-06-07 11:33:00,2026-07-07 08:33:00,PROVOR III,2026-07-07 08:33:00,45.00492682926829,-38.94041463414634
4902678,2024-10-17 11:28:00,2026-07-05 02:36:00,PROVOR III,2026-07-05 02:36:00,37.88490243902439,-69.15563414634146
4902679,2024-05-05 02:12:00,2026-07-06 18:32:00,PROVOR III,2026-07-06 18:32:00,51.54458536585367,-135.38243902439024
4902680,2024-09-08 21:13:00,2026-06-30 08:37:00,PROVOR III,2026-06-30 08:37:00,49.9898,-147.04275
4902681,2025-05-08 00:23:00,2026-06-03 20:55:00,PROVOR III,2026-06-03 20:55:00,49.482184782608705,-145.0543152173913
4902683,2025-05-04 17:56:00,2026-04-26 21:19:00,PROVOR III,2026-04-26 21:19:00,50.68686322188451,-131.70049848024317
4902684,2023-12-04 00:31:00,2026-06-22 15:25:00,PROVOR V SBE,2026-06-22 15:25:00,60.40789041095891,-54.6072602739726
4902685,2023-12-12 17:11:00,2026-06-22 20:02:00,PROVOR V SBE,2026-06-22 20:02:00,56.71500000000001,-51.04237837837837
4902686,2024-05-13 22:59:00,2026-06-04 23:28:00,PROVOR V SBE,2026-06-04 23:28:00,55.005676056338025,-52.12753521126761
4902687,2024-05-17 15:24:00,2026-06-21 21:42:00,PROVOR V SBE,2026-06-21 21:42:00,59.27657534246575,-50.29632876712329
4902688,2024-05-22 16:19:00,2026-06-22 15:37:00,PROVOR V SBE,2026-06-22 15:37:00,58.616079365079365,-55.08771428571429
4902690,2025-05-15 11:34:00,2026-06-09 11:34:00,PROVOR V SBE,2026-06-09 11:34:00,49.80694736842105,-137.7973947368421
4902691,2025-05-20 11:34:00,2026-06-24 11:42:00,PROVOR V SBE,2026-06-24 11:42:00,48.2414358974359,-128.68171794871793
4902692,2025-05-06 15:25:00,2026-07-03 07:02:00,ARVOR float with SBE conductivity sensor,2026-07-03 07:02:00,57.67310256410256,-48.27433333333333
4902693,2025-05-10 00:22:00,2026-07-07 07:04:00,ARVOR float with SBE conductivity sensor,2026-07-07 07:04:00,59.327102564102574,-51.796615384615386
4902694,2025-02-27 13:26:00,2026-07-03 20:12:00,ARVOR float with SBE conductivity sensor,2026-07-03 20:12:00,-57.62841463414634,-36.908
4902695,2025-05-11 20:23:00,2026-07-07 20:52:00,ARVOR float with SBE conductivity sensor,2026-07-07 20:52:00,52.325842105263156,-50.838736842105256
4902696,2025-05-12 04:17:00,2026-06-29 12:05:00,ARVOR float with SBE conductivity sensor,2026-06-29 12:05:00,58.833461538461556,-48.84041025641025
4902697,2026-01-07 03:49:00,2026-05-16 13:03:00,ARVOR float with SBE conductivity sensor,2026-05-16 13:03:00,-66.71953333333333,170.18646666666666
4902699,2025-04-06 13:07:00,2026-07-02 15:55:00,ARVOR float with SBE conductivity sensor,2026-07-02 15:55:00,38.01876923076923,-67.33274358974361
4902701,2025-05-05 07:00:00,2026-07-02 06:57:00,ARVOR float with SBE conductivity sensor,2026-07-02 06:57:00,57.292026315789464,-53.87902631578947
4902702,2025-04-11 12:49:00,2026-07-07 15:56:00,ARVOR float with SBE conductivity sensor,2026-07-07 15:56:00,37.103475,-49.254949999999994
4902703,2025-02-27 01:19:00,2026-07-03 12:44:00,ARVOR float with SBE conductivity sensor,2026-07-03 12:44:00,-56.30160000000001,-50.86105
4902704,2025-02-03 21:30:00,2025-07-21 21:08:00,ARVOR float with SBE conductivity sensor,2025-07-21 21:08:00,-71.9305,-174.6275
4902707,2026-02-18 11:38:00,2026-06-29 04:24:00,Teledyne Webb Research float with SBE conductivity sensor,2026-06-29 04:24:00,52.0073125,-50.1938125
4902719,2026-05-13 11:32:00,2026-06-22 11:51:00,PROVOR V SBE,2026-06-22 11:51:00,59.192600000000006,-39.364
4902722,2026-06-08 11:36:00,2026-06-18 11:44:00,PROVOR V SBE,2026-06-18 11:44:00,59.2965,-48.9
4902725,2026-05-10 11:38:00,2026-06-09 11:52:00,PROVOR V SBE,2026-06-09 11:52:00,43.306,-58.79875
4902726,2026-06-07 11:34:00,2026-06-17 11:44:00,PROVOR V SBE,2026-06-17 11:44:00,57.1545,-51.512
4902727,2026-05-14 11:30:00,2026-06-23 11:34:00,PROVOR V SBE,2026-06-23 11:34:00,61.3886,-39.2036
4902729,2026-06-07 11:40:00,2026-06-07 11:40:00,PROVOR V SBE,2026-06-07 11:40:00,57.199,-53.275
4902730,2026-05-12 11:28:00,2026-06-21 11:41:00,PROVOR V SBE,2026-06-21 11:41:00,55.49399999999999,-45.894400000000005
4902731,2026-06-15 11:38:00,2026-06-15 11:38:00,PROVOR V SBE,2026-06-15 11:38:00,55.487,-53.018
4902732,2026-05-13 11:26:00,2026-06-22 11:41:00,PROVOR V SBE,2026-06-22 11:41:00,57.952,-40.6738
4902733,2026-05-07 11:28:00,2026-06-16 11:44:00,PROVOR V SBE,2026-06-16 11:44:00,42.0392,-61.6364
4902734,2026-06-12 11:40:00,2026-06-22 11:45:00,PROVOR V SBE,2026-06-22 11:45:00,58.061,-49.7085
4902735,2026-05-12 11:38:00,2026-06-21 11:44:00,PROVOR V SBE,2026-06-21 11:44:00,53.864999999999995,-45.0162
4902736,2026-06-06 11:34:00,2026-06-16 11:48:00,PROVOR V SBE,2026-06-16 11:48:00,56.697,-53.183
